"Taxon","Quadrat","Abundance","SiteHeightYear"
"Halosaccion glandiforme","4","2.5","Fifth Beach HIGH 2017"
"Petrocelis","4","2.5","Fifth Beach HIGH 2017"
"Pyropia abbottiae","4","1","Fifth Beach HIGH 2017"
"Ulva lactuca","4","1","Fifth Beach HIGH 2017"
"Mytillus sp. (%)","4","37","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","4","24","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","5","2","Fifth Beach HIGH 2017"
"Acrosiphonia arcta","5","2","Fifth Beach HIGH 2017"
"Endocladia muricata","5","11","Fifth Beach HIGH 2017"
"Fucus distichus","5","22","Fifth Beach HIGH 2017"
"Halosaccion glandiforme","5","1","Fifth Beach HIGH 2017"
"Hildenbrandia rubra (thin)","5","3","Fifth Beach HIGH 2017"
"Mastocarpus alaskensis","5","trace","Fifth Beach HIGH 2017"
"Pterosiphonia bipinnata","5","10","Fifth Beach HIGH 2017"
"Pyropia fucicola","5","3","Fifth Beach HIGH 2017"
"Scytosiphon lomentaria","5","trace","Fifth Beach HIGH 2017"
"Mytillus sp. (%)","5","55","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","5","40","Fifth Beach HIGH 2017"
"Limpets (#)","5","2","Fifth Beach HIGH 2017"
"snails","5","1","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","6","1","Fifth Beach HIGH 2017"
"Acrosiphonia arcta","6","1","Fifth Beach HIGH 2017"
"Callithamnion pikeanum","6","0.5","Fifth Beach HIGH 2017"
"Cladophora columbiana","6","1","Fifth Beach HIGH 2017"
"Endocladia muricata","6","10","Fifth Beach HIGH 2017"
"Fucus distichus","6","15","Fifth Beach HIGH 2017"
"Halosaccion glandiforme","6","trace","Fifth Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","6","trace","Fifth Beach HIGH 2017"
"Hildenbrandia rubra (thin)","6","trace","Fifth Beach HIGH 2017"
"Leathesia marina","6","trace","Fifth Beach HIGH 2017"
"Mastocarpus agardhii","6","0.5","Fifth Beach HIGH 2017"
"Petrocelis","6","9","Fifth Beach HIGH 2017"
"Plocamium violaceum","6","trace","Fifth Beach HIGH 2017"
"Pterosiphonia bipinnata","6","3","Fifth Beach HIGH 2017"
"Pyropia abbottiae","6","2","Fifth Beach HIGH 2017"
"Pyropia fucicola","6","0.5","Fifth Beach HIGH 2017"
"Pyropia perforata","6","1","Fifth Beach HIGH 2017"
"Scytosiphon dotyi","6","trace","Fifth Beach HIGH 2017"
"Wildmania norrisii","6","0.5","Fifth Beach HIGH 2017"
"Mytillus sp. (%)","6","47","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","6","30","Fifth Beach HIGH 2017"
"Anemone (%)","6","1","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","7","15","Fifth Beach HIGH 2017"
"CORALLINE (%)","7","27","Fifth Beach HIGH 2017"
"Acrosiphonia arcta","7","1","Fifth Beach HIGH 2017"
"Cladophora columbiana","7","6","Fifth Beach HIGH 2017"
"Corallina vancouveriensis","7","2","Fifth Beach HIGH 2017"
"Cryptosiphonia woodii","7","0.5","Fifth Beach HIGH 2017"
"Endocladia muricata","7","0.5","Fifth Beach HIGH 2017"
"Fucus distichus","7","3","Fifth Beach HIGH 2017"
"Halosaccion glandiforme","7","1","Fifth Beach HIGH 2017"
"Hildenbrandia occidentalis (thick)","7","26","Fifth Beach HIGH 2017"
"Mazzaella oregona","7","2","Fifth Beach HIGH 2017"
"Melanosiphon intestinalis","7","0.5","Fifth Beach HIGH 2017"
"Petrocelis","7","0.5","Fifth Beach HIGH 2017"
"Pterosiphonia bipinnata","7","12","Fifth Beach HIGH 2017"
"Pyropia abbottiae","7","2","Fifth Beach HIGH 2017"
"Pyropia fucicola","7","1","Fifth Beach HIGH 2017"
"Scytosiphon lomentaria","7","0.5","Fifth Beach HIGH 2017"
"Spongites tumidum","7","25","Fifth Beach HIGH 2017"
"Ulva lactuca","7","0.5","Fifth Beach HIGH 2017"
"Unknown black crust","7","4","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","7","4","Fifth Beach HIGH 2017"
"Anemone (%)","7","6","Fifth Beach HIGH 2017"
"Limpets (#)","7","LOB","Fifth Beach HIGH 2017"
"Littorine snails (#)","7","present","Fifth Beach HIGH 2017"
"Katharina (#)","7","1","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","8","1","Fifth Beach HIGH 2017"
"CORALLINE (%)","8","1","Fifth Beach HIGH 2017"
"Acrosiphonia arcta","8","trace","Fifth Beach HIGH 2017"
"Corallina vancouveriensis","8","1","Fifth Beach HIGH 2017"
"Endocladia muricata","8","11","Fifth Beach HIGH 2017"
"Fucus distichus","8","1","Fifth Beach HIGH 2017"
"Hildenbrandia rubra (thin)","8","3","Fifth Beach HIGH 2017"
"Petrocelis","8","16","Fifth Beach HIGH 2017"
"Pyropia fucicola","8","trace","Fifth Beach HIGH 2017"
"Mytillus sp. (%)","8","20","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","8","75","Fifth Beach HIGH 2017"
"Anemone (%)","8","2","Fifth Beach HIGH 2017"
"snails","8","trace","Fifth Beach HIGH 2017"
"Gooseneck barnacles","8","1","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","9","14","Fifth Beach HIGH 2017"
"Endocladia muricata","9","1","Fifth Beach HIGH 2017"
"Fucus distichus","9","trace","Fifth Beach HIGH 2017"
"Mazzaella oregona","9","0.5","Fifth Beach HIGH 2017"
"Pterosiphonia bipinnata","9","1","Fifth Beach HIGH 2017"
"Mytillus sp. (%)","9","30","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","9","66","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","10","6","Fifth Beach HIGH 2017"
"Endocladia muricata","10","3","Fifth Beach HIGH 2017"
"Fucus distichus","10","trace","Fifth Beach HIGH 2017"
"Hildenbrandia rubra (thin)","10","trace","Fifth Beach HIGH 2017"
"Pterosiphonia bipinnata","10","3","Fifth Beach HIGH 2017"
"Mytillus sp. (%)","10","36","Fifth Beach HIGH 2017"
"Barnacle sp. (%)","10","58","Fifth Beach HIGH 2017"
"BARE ROCK / SUBSTRATE (%)","1","3","North Beach LOW 2017"
"CORALLINE (%)","1","65","North Beach LOW 2017"
"Alaria marginata","1","1","North Beach LOW 2017"
"Bossiella californica","1","Trace","North Beach LOW 2017"
"Bossiella frondescens","1","2","North Beach LOW 2017"
"Bossiella frondifera","1","6","North Beach LOW 2017"
"Calliarthron tuberculosum","1","7","North Beach LOW 2017"
"Callithamnion pikeanum","1","3","North Beach LOW 2017"
"Chiharaea rhododactyla","1","Trace","North Beach LOW 2017"
"Crusticorallina muricata","1","7","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","1","6","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","1","14","North Beach LOW 2017"
"Johansenia macmillanii","1","2","North Beach LOW 2017"
"Leathesia marina","1","Trace","North Beach LOW 2017"
"Lithophyllum sp.2","1","5","North Beach LOW 2017"
"Lithothamnion phymatodeum","1","8","North Beach LOW 2017"
"Mastocarpus agardhii","1","Trace","North Beach LOW 2017"
"Microcladia borealis","1","2","North Beach LOW 2017"
"Odonthalia floccosa","1","16","North Beach LOW 2017"
"Petrocelis","1","7","North Beach LOW 2017"
"Plocamium violaceum","1","1","North Beach LOW 2017"
"Pseudolithophyllum whidbeyense","1","Trace","North Beach LOW 2017"
"Pyropia abbottiae","1","5","North Beach LOW 2017"
"Saccharina sessilis","1","20","North Beach LOW 2017"
"Schizymenia pacifica","1","1","North Beach LOW 2017"
"Spongites tumidum","1","6","North Beach LOW 2017"
"Katharina (#)","1","3","North Beach LOW 2017"
"Pisaster","1","2","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","2","7","North Beach LOW 2017"
"CORALLINE (%)","2","50","North Beach LOW 2017"
"Ahnfeltia fastigiata","2","0.5","North Beach LOW 2017"
"Alaria marginata","2","0.5","North Beach LOW 2017"
"Bossiella californica","2","1","North Beach LOW 2017"
"Bossiella frondifera","2","6","North Beach LOW 2017"
"Bossiella hakaiensis","2","0.5","North Beach LOW 2017"
"Bossiella reptans","2","8","North Beach LOW 2017"
"Bossiella sp.5 chiloensis [flexuosa]","2","0.5","North Beach LOW 2017"
"Chiharaea rhododactyla","2","1","North Beach LOW 2017"
"Chiharaea silvae","2","3","North Beach LOW 2017"
"Codium fragile","2","4","North Beach LOW 2017"
"Codium setchellii","2","4","North Beach LOW 2017"
"Corallina sp.1 frondescens","2","3","North Beach LOW 2017"
"Corallina vancouveriensis","2","12","North Beach LOW 2017"
"Coralline crust, unknown","2","10","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","2","7","North Beach LOW 2017"
"Lithophyllum sp.2","2","2","North Beach LOW 2017"
"Lithothamnion phymatodeum","2","4","North Beach LOW 2017"
"Neopolyporolithon reclinatum","2","6","North Beach LOW 2017"
"Nitophyllum dotyi","2","0.5","North Beach LOW 2017"
"Petrocelis","2","0.5","North Beach LOW 2017"
"Peyssonnelia sp.","2","5","North Beach LOW 2017"
"Phyllospadix scouleri","2","1","North Beach LOW 2017"
"Ralfsia fungiformis","2","0.5","North Beach LOW 2017"
"Saccharina sessilis","2","85","North Beach LOW 2017"
"Schizymenia pacifica","2","0.5","North Beach LOW 2017"
"Smithora naiadum","2","0.5","North Beach LOW 2017"
"Spongites tumidum","2","1","North Beach LOW 2017"
"Ulva lactuca","2","0.5","North Beach LOW 2017"
"Unknown brown crust","2","6","North Beach LOW 2017"
"Tonicella (#)","2","3","North Beach LOW 2017"
"Katharina (#)","2","4","North Beach LOW 2017"
"snails","2","3","North Beach LOW 2017"
"Dermasterias","2","1","North Beach LOW 2017"
"Tube worms","2","1","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","3","4","North Beach LOW 2017"
"CORALLINE (%)","3","85","North Beach LOW 2017"
"Alaria marginata","3","4","North Beach LOW 2017"
"Antithamnionella pacifica","3","trace","North Beach LOW 2017"
"Bossiella frondifera","3","7","North Beach LOW 2017"
"Bossiella hakaiensis","3","3","North Beach LOW 2017"
"Bossiella reptans","3","2","North Beach LOW 2017"
"Bossiella sp.5 chiloensis [flexuosa]","3","2","North Beach LOW 2017"
"Callithamnion pikeanum","3","trace","North Beach LOW 2017"
"Chiharaea rhododactyla","3","0.5","North Beach LOW 2017"
"Chiharaea silvae","3","1","North Beach LOW 2017"
"Corallina sp.1 frondescens","3","2","North Beach LOW 2017"
"Corallina vancouveriensis","3","42","North Beach LOW 2017"
"Ectocarpus commensalis (on Saccharina)","3","trace","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","3","2","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","3","trace","North Beach LOW 2017"
"Laminaria setchellii","3","trace","North Beach LOW 2017"
"Leathesia marina","3","trace","North Beach LOW 2017"
"Lithophyllum sp.2","3","1","North Beach LOW 2017"
"Neopolyporolithon reclinatum","3","16","North Beach LOW 2017"
"Petrocelis","3","1","North Beach LOW 2017"
"Peyssonnelia sp.","3","0.5","North Beach LOW 2017"
"Polyneura latissima","3","1","North Beach LOW 2017"
"Prionitis sternbergii","3","0.5","North Beach LOW 2017"
"Pseudolithophyllum whidbeyense","3","6","North Beach LOW 2017"
"Ralfsia sp.","3","0.5","North Beach LOW 2017"
"Saccharina sessilis","3","84","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","4","6","North Beach LOW 2017"
"CORALLINE (%)","4","53.5","North Beach LOW 2017"
"Bossiella frondifera","4","6","North Beach LOW 2017"
"Bossiella hakaiensis","4","2","North Beach LOW 2017"
"Bossiella pseudodichotoma","4","1","North Beach LOW 2017"
"Chiharaea silvae","4","2.5","North Beach LOW 2017"
"Corallina sp.1 frondescens","4","17","North Beach LOW 2017"
"Corallina vancouveriensis","4","16","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","4","trace","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","4","1","North Beach LOW 2017"
"Hymenena / Cryptopleura sp.","4","trace","North Beach LOW 2017"
"Lithophyllum sp.2","4","2","North Beach LOW 2017"
"Lithothamnion phymatodeum","4","3","North Beach LOW 2017"
"Neopolyporolithon reclinatum","4","1","North Beach LOW 2017"
"Odonthalia floccosa","4","1","North Beach LOW 2017"
"Petrocelis","4","5","North Beach LOW 2017"
"Phyllospadix scouleri","4","25","North Beach LOW 2017"
"Pseudolithophyllum whidbeyense","4","3","North Beach LOW 2017"
"Saccharina sessilis","4","77","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","5","8","North Beach LOW 2017"
"CORALLINE (%)","5","57","North Beach LOW 2017"
"Bossiella dichotoma","5","1","North Beach LOW 2017"
"Bossiella frondifera","5","2","North Beach LOW 2017"
"Bossiella hakaiensis","5","4","North Beach LOW 2017"
"Bossiella reptans","5","13","North Beach LOW 2017"
"Bossiella sp.5 chiloensis [flexuosa]","5","1","North Beach LOW 2017"
"Callithamnion pikeanum","5","0.5","North Beach LOW 2017"
"Chiharaea silvae","5","6","North Beach LOW 2017"
"Codium setchellii","5","1","North Beach LOW 2017"
"Corallina sp.1 frondescens","5","3","North Beach LOW 2017"
"Corallina vancouveriensis","5","4","North Beach LOW 2017"
"Coralline crust, unknown","5","7","North Beach LOW 2017"
"Ectocarpus commensalis (on Saccharina)","5","0.5","North Beach LOW 2017"
"Halosaccion glandiforme","5","0.5","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","5","3","North Beach LOW 2017"
"Leathesia marina","5","0.5","North Beach LOW 2017"
"Lithophyllum sp.2","5","0.5","North Beach LOW 2017"
"Lithothamnion phymatodeum","5","0.5","North Beach LOW 2017"
"Mazzaella oregona","5","0.5","North Beach LOW 2017"
"Neopolyporolithon reclinatum","5","7","North Beach LOW 2017"
"Nitophyllum dotyi","5","4","North Beach LOW 2017"
"Petrocelis","5","0.5","North Beach LOW 2017"
"Peyssonnelia sp.","5","0.5","North Beach LOW 2017"
"Phyllospadix scouleri","5","42","North Beach LOW 2017"
"Plocamium violaceum","5","0.5","North Beach LOW 2017"
"Pyropia gardneri","5","1","North Beach LOW 2017"
"Saccharina sessilis","5","80","North Beach LOW 2017"
"Schizymenia pacifica","5","0.5","North Beach LOW 2017"
"Smithora naiadum","5","1","North Beach LOW 2017"
"Unknown brown crust","5","2","North Beach LOW 2017"
"Tonicella (#)","5","1","North Beach LOW 2017"
"Tube worms","5","0.5","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","6","1","North Beach LOW 2017"
"CORALLINE (%)","6","30","North Beach LOW 2017"
"Bossiella californica","6","Trace","North Beach LOW 2017"
"Bossiella frondescens","6","5","North Beach LOW 2017"
"Bossiella frondifera","6","8","North Beach LOW 2017"
"Chiharaea rhododactyla","6","Trace","North Beach LOW 2017"
"Codium setchellii","6","1","North Beach LOW 2017"
"Corallina sp.1 frondescens","6","6","North Beach LOW 2017"
"Corallina vancouveriensis","6","6","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","6","6","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","6","2","North Beach LOW 2017"
"Lithophyllum sp.1","6","Trace","North Beach LOW 2017"
"Lithothamnion phymatodeum","6","3","North Beach LOW 2017"
"Mazzaella splendens","6","1","North Beach LOW 2017"
"Neopolyporolithon reclinatum","6","2","North Beach LOW 2017"
"Nitophyllum dotyi","6","1","North Beach LOW 2017"
"Petrocelis","6","Trace","North Beach LOW 2017"
"Saccharina sessilis","6","97","North Beach LOW 2017"
"Cryptochiton (#)","6","1","North Beach LOW 2017"
"Katharina (#)","6","7","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","7","5","North Beach LOW 2017"
"CORALLINE (%)","7","30","North Beach LOW 2017"
"Alaria marginata","7","1","North Beach LOW 2017"
"Bossiella frondifera","7","5.5","North Beach LOW 2017"
"Bossiella hakaiensis","7","4","North Beach LOW 2017"
"Callithamnion pikeanum","7","0.5","North Beach LOW 2017"
"Chiharaea rhododactyla","7","0.5","North Beach LOW 2017"
"Corallina sp.1 frondescens","7","1","North Beach LOW 2017"
"Corallina vancouveriensis","7","19","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","7","0.5","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","7","5","North Beach LOW 2017"
"Hymenena / Cryptopleura sp.","7","10","North Beach LOW 2017"
"Lithophyllum sp.2","7","trace","North Beach LOW 2017"
"Odonthalia floccosa","7","11","North Beach LOW 2017"
"Petrocelis","7","3","North Beach LOW 2017"
"Saccharina sessilis","7","96","North Beach LOW 2017"
"Schizymenia pacifica","7","1","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","8","16","North Beach LOW 2017"
"CORALLINE (%)","8","18","North Beach LOW 2017"
"Acrosiphonia arcta","8","5","North Beach LOW 2017"
"Acrosiphonia coalita","8","1","North Beach LOW 2017"
"Alaria marginata","8","6","North Beach LOW 2017"
"Bossiella frondescens","8","11","North Beach LOW 2017"
"Callithamnion pikeanum","8","2","North Beach LOW 2017"
"Colpomenia bullosa","8","1","North Beach LOW 2017"
"Corallina vancouveriensis","8","2","North Beach LOW 2017"
"Coralline crust, unknown","8","2","North Beach LOW 2017"
"Cryptosiphonia woodii","8","0.5","North Beach LOW 2017"
"Endocladia muricata","8","5","North Beach LOW 2017"
"Fucus distichus","8","0.5","North Beach LOW 2017"
"Halosaccion glandiforme","8","0.5","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","8","1","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","8","6","North Beach LOW 2017"
"Leathesia marina","8","1","North Beach LOW 2017"
"Lithophyllum sp.2","8","0.5","North Beach LOW 2017"
"Mastocarpus agardhii","8","1","North Beach LOW 2017"
"Mastocarpus alaskensis","8","1","North Beach LOW 2017"
"Mazzaella oregona","8","4","North Beach LOW 2017"
"Microcladia borealis","8","2","North Beach LOW 2017"
"Petrocelis","8","3","North Beach LOW 2017"
"Plocamium violaceum","8","27","North Beach LOW 2017"
"Pyropia abbottiae","8","4","North Beach LOW 2017"
"Ralfsia fungiformis","8","0.5","North Beach LOW 2017"
"Saccharina sessilis","8","5","North Beach LOW 2017"
"Scytosiphon lomentaria","8","0.5","North Beach LOW 2017"
"Spongites tumidum","8","3","North Beach LOW 2017"
"Tokidadendron bullatum","8","2","North Beach LOW 2017"
"Unknown brown crust","8","2","North Beach LOW 2017"
"Barnacle sp. (%)","8","0.5","North Beach LOW 2017"
"Limpets (#)","8","2","North Beach LOW 2017"
"Katharina (#)","8","3","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","9","21","North Beach LOW 2017"
"CORALLINE (%)","9","16","North Beach LOW 2017"
"Acrosiphonia arcta","9","Trace","North Beach LOW 2017"
"Analipus japonicus","9","2","North Beach LOW 2017"
"Bossiella frondescens","9","2","North Beach LOW 2017"
"Bossiella frondifera","9","1","North Beach LOW 2017"
"Callithamnion pikeanum","9","1","North Beach LOW 2017"
"Colpomenia bullosa","9","2","North Beach LOW 2017"
"Corallina vancouveriensis","9","5","North Beach LOW 2017"
"Fucus distichus","9","Trace","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","9","2","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","9","22","North Beach LOW 2017"
"Leathesia marina","9","1","North Beach LOW 2017"
"Mastocarpus agardhii","9","1","North Beach LOW 2017"
"Mastocarpus latissimus","9","Trace","North Beach LOW 2017"
"Mazzaella oregona","9","5","North Beach LOW 2017"
"Microcladia borealis","9","2","North Beach LOW 2017"
"Petrocelis","9","8","North Beach LOW 2017"
"Plocamium violaceum","9","33","North Beach LOW 2017"
"Scytosiphon lomentaria","9","Trace","North Beach LOW 2017"
"Spongites tumidum","9","8","North Beach LOW 2017"
"Ulva lactuca","9","Trace","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","10","15","North Beach LOW 2017"
"Acrosiphonia arcta","10","1","North Beach LOW 2017"
"Callithamnion pikeanum","10","3","North Beach LOW 2017"
"Ceramium pacificum","10","8","North Beach LOW 2017"
"Colpomenia bullosa","10","18","North Beach LOW 2017"
"Corallina vancouveriensis","10","4","North Beach LOW 2017"
"Cryptosiphonia woodii","10","1.5","North Beach LOW 2017"
"Halosaccion glandiforme","10","1","North Beach LOW 2017"
"Hildenbrandia occidentalis (thick)","10","1","North Beach LOW 2017"
"Hildenbrandia rubra (thin)","10","trace","North Beach LOW 2017"
"Hymenena / Cryptopleura sp.","10","1","North Beach LOW 2017"
"Leathesia marina","10","6","North Beach LOW 2017"
"Mastocarpus agardhii","10","trace","North Beach LOW 2017"
"Mazzaella oregona","10","3","North Beach LOW 2017"
"Microcladia borealis","10","6","North Beach LOW 2017"
"Plocamium violaceum","10","11","North Beach LOW 2017"
"Pyropia abbottiae","10","29","North Beach LOW 2017"
"Pyropia perforata","10","1.5","North Beach LOW 2017"
"Saccharina groenlandica","10","0.5","North Beach LOW 2017"
"Spongites tumidum","10","14","North Beach LOW 2017"
"Ulva lactuca","10","3","North Beach LOW 2017"
"BARE ROCK / SUBSTRATE (%)","1","5","North Beach MID 2017"
"CORALLINE (%)","1","71","North Beach MID 2017"
"Acrosiphonia arcta","1","1","North Beach MID 2017"
"Alaria marginata","1","3","North Beach MID 2017"
"Bossiella frondifera","1","3","North Beach MID 2017"
"Calliarthron tuberculosum","1","23","North Beach MID 2017"
"Callithamnion pikeanum","1","1","North Beach MID 2017"
"Corallina sp.1 frondescens","1","2","North Beach MID 2017"
"Corallina vancouveriensis","1","18","North Beach MID 2017"
"Halosaccion glandiforme","1","trace","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","1","4","North Beach MID 2017"
"Hildenbrandia rubra (thin)","1","4","North Beach MID 2017"
"Johansenia macmillanii","1","5","North Beach MID 2017"
"Mazzaella splendens","1","0.5","North Beach MID 2017"
"Microcladia borealis","1","6","North Beach MID 2017"
"Neopolyporolithon reclinatum","1","trace","North Beach MID 2017"
"Petrocelis","1","1","North Beach MID 2017"
"Phyllospadix scouleri","1","16","North Beach MID 2017"
"Plocamium violaceum","1","5","North Beach MID 2017"
"Polysiphonia hendryi var. garderi","1","12","North Beach MID 2017"
"Pseudolithophyllum whidbeyense","1","12","North Beach MID 2017"
"Pyropia abbottiae","1","5","North Beach MID 2017"
"Spongites tumidum","1","13","North Beach MID 2017"
"Mytillus sp. (%)","1","45","North Beach MID 2017"
"Barnacle sp. (%)","1","24","North Beach MID 2017"
"Anemone (%)","1","7","North Beach MID 2017"
"Colonial Diatoms","1","1","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","2","25","North Beach MID 2017"
"CORALLINE (%)","2","27","North Beach MID 2017"
"Acrosiphonia arcta","2","0.5","North Beach MID 2017"
"Alaria marginata","2","1","North Beach MID 2017"
"Bossiella frondifera","2","4","North Beach MID 2017"
"Callithamnion pikeanum","2","2","North Beach MID 2017"
"Cladophora columbiana","2","0.5","North Beach MID 2017"
"Colpomenia bullosa","2","0.5","North Beach MID 2017"
"Corallina vancouveriensis","2","15","North Beach MID 2017"
"Coralline crust, unknown","2","0.5","North Beach MID 2017"
"Endocladia muricata","2","0.5","North Beach MID 2017"
"Gloiopeltis furcata (including base only)","2","0.5","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","2","7","North Beach MID 2017"
"Leathesia marina","2","1","North Beach MID 2017"
"Lithothamnion phymatodeum","2","1","North Beach MID 2017"
"Mazzaella oregona","2","0.5","North Beach MID 2017"
"Microcladia borealis","2","12","North Beach MID 2017"
"Plocamium violaceum","2","30","North Beach MID 2017"
"Pterosiphonia bipinnata","2","6","North Beach MID 2017"
"Pyropia abbottiae","2","3","North Beach MID 2017"
"Spongites tumidum","2","6","North Beach MID 2017"
"Ulva lactuca","2","0.5","North Beach MID 2017"
"Wildmania norrisii","2","0.5","North Beach MID 2017"
"Barnacle sp. (%)","2","1","North Beach MID 2017"
"Anemone (%)","2","6","North Beach MID 2017"
"Limpets (#)","2","LOB","North Beach MID 2017"
"Littorine snails (#)","2","present","North Beach MID 2017"
"Katharina (#)","2","6","North Beach MID 2017"
"Onchidella (#)","2","1","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","3","22","North Beach MID 2017"
"CORALLINE (%)","3","18","North Beach MID 2017"
"Acrosiphonia arcta","3","Trace","North Beach MID 2017"
"Bossiella frondescens","3","1","North Beach MID 2017"
"Bossiella frondifera","3","0.5","North Beach MID 2017"
"Bossiella hakaiensis","3","Trace","North Beach MID 2017"
"Corallina sp.1 frondescens","3","2","North Beach MID 2017"
"Corallina vancouveriensis","3","3","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","3","1","North Beach MID 2017"
"Hildenbrandia rubra (thin)","3","38","North Beach MID 2017"
"Lithophyllum sp.2","3","Trace","North Beach MID 2017"
"Lithothamnion phymatodeum","3","0.5","North Beach MID 2017"
"Petrocelis","3","6","North Beach MID 2017"
"Plocamium violaceum","3","3","North Beach MID 2017"
"Pseudolithophyllum whidbeyense","3","5","North Beach MID 2017"
"Pyropia abbottiae","3","4","North Beach MID 2017"
"Spongites tumidum","3","12","North Beach MID 2017"
"Ulva lactuca","3","Trace","North Beach MID 2017"
"Wildmania norrisii","3","1","North Beach MID 2017"
"Barnacle sp. (%)","3","1","North Beach MID 2017"
"Anemone (%)","3","1","North Beach MID 2017"
"Katharina (#)","3","1","North Beach MID 2017"
"Pisaster","3","2","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","4","3","North Beach MID 2017"
"CORALLINE (%)","4","20","North Beach MID 2017"
"Alaria marginata","4","Trace","North Beach MID 2017"
"Bossiella frondescens","4","1","North Beach MID 2017"
"Corallina vancouveriensis","4","1","North Beach MID 2017"
"Fucus distichus","4","Trace","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","4","65","North Beach MID 2017"
"Johansenia macmillanii","4","1","North Beach MID 2017"
"Lithothamnion phymatodeum","4","Trace","North Beach MID 2017"
"Petrocelis","4","2","North Beach MID 2017"
"Pyropia abbottiae","4","53","North Beach MID 2017"
"Pyropia fallax","4","Trace","North Beach MID 2017"
"Spongites tumidum","4","18","North Beach MID 2017"
"Barnacle sp. (%)","4","1","North Beach MID 2017"
"Anemone (%)","4","4","North Beach MID 2017"
"Tunicate/Sponge","4","2","North Beach MID 2017"
"Katharina (#)","4","1","North Beach MID 2017"
"Pisaster","4","2","North Beach MID 2017"
"Colonial Diatoms","4","1","North Beach MID 2017"
"BARE ROCK / SUBSTRATE (%)","5","7","North Beach MID 2017"
"CORALLINE (%)","5","22","North Beach MID 2017"
"Acrosiphonia coalita","5","0.5","North Beach MID 2017"
"Alaria marginata","5","6","North Beach MID 2017"
"Bossiella frondescens","5","1","North Beach MID 2017"
"Corallina vancouveriensis","5","4","North Beach MID 2017"
"Hildenbrandia occidentalis (thick)","5","16","North Beach MID 2017"
"Hildenbrandia rubra (thin)","5","2","North Beach MID 2017"
"Mastocarpus agardhii","5","0.5","North Beach MID 2017"
"Mazzaella oregona","5","0.5","North Beach MID 2017"
"Microcladia borealis","5","3","North Beach MID 2017"
"Nitophyllum sp.","5","1","North Beach MID 2017"
"Petrocelis","5","4","North Beach MID 2017"
"Plocamium violaceum","5","19","North Beach MID 2017"
"Polysiphonia hendryi var. garderi","5","3","North Beach MID 2017"
"Polysiphonia hendryi var. hendryi","5","0.5","North Beach MID 2017"
"Pyropia abbottiae","5","42","North Beach MID 2017"
"Pyropia perforata","5","0.5","North Beach MID 2017"
"Spongites tumidum","5","22","North Beach MID 2017"
"Ulva lactuca","5","0.5","North Beach MID 2017"
"Wildmania norrisii","5","4","North Beach MID 2017"
"Anemone (%)","5","1","North Beach MID 2017"
